species_label,xc_id,sci_name,source_path,selected,final_class,error,start_s,end_s,rms_db,rms_gate_thr_db,teacher_decision,teacher_top_sci,teacher_top_common,teacher_top_conf,teacher_max_conf,selected_reason,clip_path
columba_livia,364890,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC364890.mp3,1,species,,4.0,7.0,-21.806537800012812,-25.91591794974023,species,Columba livia,Rock Pigeon,0.8500869870185852,0.8500869870185852,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/clips/species/columba_livia/XC364890__s4000__e7000.wav
columba_livia,364890,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC364890.mp3,1,species,,7.0,10.0,-25.781555667525815,-25.91591794974023,species,Columba livia,Rock Pigeon,0.9107093811035156,0.9107093811035156,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/clips/species/columba_livia/XC364890__s7000__e10000.wav
columba_livia,1029262,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC1029262.mp3,1,species,,6.0,9.0,-31.75705064356241,-32.64834540082896,species,Columba livia,Rock Pigeon,0.9965081810951233,0.9965081810951233,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/clips/species/columba_livia/XC1029262__s6000__e9000.wav
columba_livia,1029262,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC1029262.mp3,0,species,,9.0,12.0,-29.176072561554975,-32.64834540082896,species,Columba livia,Rock Pigeon,0.9912028312683105,0.9912028312683105,,
columba_livia,1029262,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC1029262.mp3,0,species,,12.0,15.0,-32.491432820265025,-32.64834540082896,species,Columba livia,Rock Pigeon,0.9920195937156677,0.9920195937156677,,
columba_livia,1029262,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC1029262.mp3,1,species,,15.0,18.0,-32.05490738591784,-32.64834540082896,species,Columba livia,Rock Pigeon,0.9954714775085449,0.9954714775085449,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/clips/species/columba_livia/XC1029262__s15000__e18000.wav
columba_livia,1029262,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC1029262.mp3,1,species,,18.0,21.0,-32.4584763370938,-32.64834540082896,species,Columba livia,Rock Pigeon,0.9951860308647156,0.9951860308647156,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/clips/species/columba_livia/XC1029262__s18000__e21000.wav
columba_livia,1029262,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC1029262.mp3,0,species,,21.0,24.0,-30.46541504572341,-32.64834540082896,species,Columba livia,Rock Pigeon,0.9654641151428223,0.9654641151428223,,
columba_livia,1029263,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC1029263.mp3,1,species,,1.0,4.0,-22.462292346232864,-27.440013493888056,species,Columba livia,Rock Pigeon,0.9533905386924744,0.9533905386924744,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/clips/species/columba_livia/XC1029263__s1000__e4000.wav
columba_livia,1029263,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC1029263.mp3,0,species,,7.0,10.0,-27.322871259832937,-27.440013493888056,species,Columba livia,Rock Pigeon,0.9033084511756897,0.9033084511756897,,
columba_livia,1029263,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC1029263.mp3,1,species,,10.0,13.0,-26.40772160100303,-27.440013493888056,species,Columba livia,Rock Pigeon,0.9842133522033691,0.9842133522033691,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/clips/species/columba_livia/XC1029263__s10000__e13000.wav
columba_livia,1029263,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC1029263.mp3,1,species,,16.0,19.0,-23.301916107189292,-27.440013493888056,species,Columba livia,Rock Pigeon,0.9965999722480774,0.9965999722480774,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/clips/species/columba_livia/XC1029263__s16000__e19000.wav
columba_livia,660926,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC660926.mp3,0,species,,6.0,9.0,-27.197267099122886,-27.42050022688032,species,Columba livia,Rock Pigeon,0.6802927255630493,0.6802927255630493,,
columba_livia,660926,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC660926.mp3,1,species,,15.0,18.0,-25.91632594289181,-27.42050022688032,species,Columba livia,Rock Pigeon,0.5678828954696655,0.5678828954696655,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/clips/species/columba_livia/XC660926__s15000__e18000.wav
columba_livia,660926,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC660926.mp3,0,species,,18.0,21.0,-25.977447799624585,-27.42050022688032,species,Columba livia,Rock Pigeon,0.551605761051178,0.551605761051178,,
columba_livia,660926,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC660926.mp3,1,species,,21.0,24.0,-27.018981973065298,-27.42050022688032,species,Columba livia,Rock Pigeon,0.6329191327095032,0.6329191327095032,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/clips/species/columba_livia/XC660926__s21000__e24000.wav
columba_livia,660926,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC660926.mp3,0,species,,27.0,30.0,-25.607424666976527,-27.42050022688032,species,Columba livia,Rock Pigeon,0.9298891425132751,0.9298891425132751,,
columba_livia,660926,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC660926.mp3,1,species,,30.0,33.0,-26.297410038119406,-27.42050022688032,species,Columba livia,Rock Pigeon,0.724952757358551,0.724952757358551,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/clips/species/columba_livia/XC660926__s30000__e33000.wav
columba_livia,602019,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC602019.mp3,1,species,,13.0,16.0,-36.64111432699043,-40.0,species,Columba livia,Rock Pigeon,0.9029642939567566,0.9029642939567566,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/clips/species/columba_livia/XC602019__s13000__e16000.wav
columba_livia,283442,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC283442.mp3,0,drop,,4.0,7.0,-36.396645874382315,-40.0,drop,Fireworks,Fireworks,0.1932659149169922,0.1932659149169922,,
columba_livia,755295,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC755295.mp3,1,non_bird,,1.0,4.0,-64.70904232046466,-40.0,non_bird,,,0.0,0.0,nonbird_lowconf,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/clips/non_bird/columba_livia/XC755295__s1000__e4000.wav
columba_livia,500494,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC500494.mp3,1,species,,4.0,7.0,-30.419052777333654,-31.35286748586038,species,Columba livia,Rock Pigeon,0.997757613658905,0.997757613658905,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/clips/species/columba_livia/XC500494__s4000__e7000.wav
columba_livia,706903,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC706903.mp3,1,non_bird,,1.0,4.0,-25.318626763418507,-26.996574929571402,non_bird,,,0.0,0.0,nonbird_lowconf,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/clips/non_bird/columba_livia/XC706903__s1000__e4000.wav
columba_livia,706903,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC706903.mp3,1,species,,7.0,10.0,-26.960613871999485,-26.996574929571402,species,Columba livia,Rock Pigeon,0.7959828972816467,0.7959828972816467,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/clips/species/columba_livia/XC706903__s7000__e10000.wav
columba_livia,706903,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC706903.mp3,1,species,,10.0,13.0,-26.669208826107468,-26.996574929571402,species,Columba livia,Rock Pigeon,0.7625330686569214,0.7625330686569214,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/clips/species/columba_livia/XC706903__s10000__e13000.wav
columba_livia,706903,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC706903.mp3,1,species,,13.0,16.0,-25.558560195674275,-26.996574929571402,species,Columba livia,Rock Pigeon,0.8308398127555847,0.8308398127555847,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/clips/species/columba_livia/XC706903__s13000__e16000.wav
columba_livia,706903,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC706903.mp3,1,non_bird,,19.0,22.0,-24.67464607548107,-26.996574929571402,non_bird,,,0.0,0.0,nonbird_lowconf,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/clips/non_bird/columba_livia/XC706903__s19000__e22000.wav
columba_livia,42690,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC42690.mp3,0,species,,1.0,4.0,-25.64447628572019,-28.50161625150018,species,Columba livia,Rock Pigeon,0.9958925247192383,0.9958925247192383,,
columba_livia,42690,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC42690.mp3,1,species,,4.0,7.0,-27.924932382310367,-28.50161625150018,species,Columba livia,Rock Pigeon,0.975329577922821,0.975329577922821,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/clips/species/columba_livia/XC42690__s4000__e7000.wav
columba_livia,42690,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC42690.mp3,0,species,,7.0,10.0,-24.546314136881815,-28.50161625150018,species,Columba livia,Rock Pigeon,0.9916752576828003,0.9916752576828003,,
columba_livia,42690,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC42690.mp3,1,species,,19.0,22.0,-27.10395382467077,-28.50161625150018,species,Columba livia,Rock Pigeon,0.8163598775863647,0.8163598775863647,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/clips/species/columba_livia/XC42690__s19000__e22000.wav
columba_livia,42690,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC42690.mp3,0,species,,22.0,25.0,-25.667855198882343,-28.50161625150018,species,Columba livia,Rock Pigeon,0.9817464351654053,0.9817464351654053,,
columba_livia,42690,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC42690.mp3,1,species,,25.0,28.0,-22.89821105813685,-28.50161625150018,species,Columba livia,Rock Pigeon,0.9991472959518433,0.9991472959518433,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/clips/species/columba_livia/XC42690__s25000__e28000.wav
columba_livia,121677,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC121677.mp3,0,drop,,1.0,4.0,-34.70739951165132,-34.70739951165132,drop,Corvus monedula,Eurasian Jackdaw,0.1388833075761795,0.1388833075761795,,
columba_livia,892888,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC892888.mp3,0,drop,,4.0,7.0,-30.04277439592102,-32.896883470005235,drop,Columba larvata,Lemon Dove,0.6283407211303711,0.6283407211303711,,
columba_livia,892888,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC892888.mp3,0,species,,7.0,10.0,-31.441101752119508,-32.896883470005235,species,Columba livia,Rock Pigeon,0.9132704138755798,0.9132704138755798,,
columba_livia,892888,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC892888.mp3,1,species,,10.0,13.0,-32.537127251680616,-32.896883470005235,species,Columba livia,Rock Pigeon,0.5784337520599365,0.5784337520599365,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/clips/species/columba_livia/XC892888__s10000__e13000.wav
columba_livia,892888,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC892888.mp3,1,species,,19.0,22.0,-31.192984235831634,-32.896883470005235,species,Columba livia,Rock Pigeon,0.8894079923629761,0.8894079923629761,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/clips/species/columba_livia/XC892888__s19000__e22000.wav
columba_livia,892888,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC892888.mp3,0,species,,22.0,25.0,-32.285090706541446,-32.896883470005235,species,Columba livia,Rock Pigeon,0.9569565057754517,0.9569565057754517,,
columba_livia,892888,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC892888.mp3,1,species,,25.0,28.0,-30.366556970004023,-32.896883470005235,species,Columba livia,Rock Pigeon,0.9422722458839417,0.9422722458839417,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/clips/species/columba_livia/XC892888__s25000__e28000.wav
columba_livia,541143,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC541143.mp3,1,species,,1.0,4.0,-18.852999573766347,-22.445673719151333,species,Columba livia,Rock Pigeon,0.9915938377380371,0.9915938377380371,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/clips/species/columba_livia/XC541143__s1000__e4000.wav
columba_livia,541143,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC541143.mp3,1,species,,7.0,10.0,-17.874634432752604,-22.445673719151333,species,Columba livia,Rock Pigeon,0.9949104189872742,0.9949104189872742,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/clips/species/columba_livia/XC541143__s7000__e10000.wav
columba_livia,541143,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC541143.mp3,0,species,,10.0,13.0,-17.681128167890908,-22.445673719151333,species,Columba livia,Rock Pigeon,0.9939727187156677,0.9939727187156677,,
columba_livia,541143,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC541143.mp3,0,species,,13.0,16.0,-17.41084948916499,-22.445673719151333,species,Columba livia,Rock Pigeon,0.9891707301139832,0.9891707301139832,,
columba_livia,541143,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC541143.mp3,0,species,,16.0,19.0,-19.80239152604756,-22.445673719151333,species,Columba livia,Rock Pigeon,0.9937610030174255,0.9937610030174255,,
columba_livia,541143,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC541143.mp3,1,species,,22.0,25.0,-21.52625526804203,-22.445673719151333,species,Columba livia,Rock Pigeon,0.9933630228042603,0.9933630228042603,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/clips/species/columba_livia/XC541143__s22000__e25000.wav
columba_livia,1029257,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC1029257.mp3,0,species,,14.0,17.0,-28.023409552241674,-28.14156412162121,species,Columba livia,Rock Pigeon,0.9912590384483337,0.9912590384483337,,
columba_livia,1029257,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC1029257.mp3,0,species,,17.0,20.0,-25.22416974824342,-28.14156412162121,species,Columba livia,Rock Pigeon,0.9698020219802856,0.9698020219802856,,
columba_livia,1029257,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC1029257.mp3,1,species,,26.0,29.0,-26.237866605379114,-28.14156412162121,species,Columba livia,Rock Pigeon,0.99648118019104,0.99648118019104,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/clips/species/columba_livia/XC1029257__s26000__e29000.wav
columba_livia,1029257,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC1029257.mp3,0,species,,29.0,32.0,-26.33721931930921,-28.14156412162121,species,Columba livia,Rock Pigeon,0.9977266192436218,0.9977266192436218,,
columba_livia,1029257,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC1029257.mp3,1,species,,32.0,35.0,-26.171833157329807,-28.14156412162121,species,Columba livia,Rock Pigeon,0.9993664622306824,0.9993664622306824,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/clips/species/columba_livia/XC1029257__s32000__e35000.wav
columba_livia,1029257,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC1029257.mp3,1,species,,35.0,38.0,-28.061089272491376,-28.14156412162121,species,Columba livia,Rock Pigeon,0.9985223412513733,0.9985223412513733,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/clips/species/columba_livia/XC1029257__s35000__e38000.wav
columba_livia,1029258,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC1029258.mp3,1,species,,1.0,4.0,-24.667101558586218,-26.725256251649885,species,Columba livia,Rock Pigeon,0.9965659976005554,0.9965659976005554,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/clips/species/columba_livia/XC1029258__s1000__e4000.wav
columba_livia,1029258,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC1029258.mp3,1,species,,4.0,7.0,-24.671947290889076,-26.725256251649885,species,Columba livia,Rock Pigeon,0.9969942569732666,0.9969942569732666,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/clips/species/columba_livia/XC1029258__s4000__e7000.wav
columba_livia,1029258,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC1029258.mp3,0,species,,7.0,10.0,-24.822976006659623,-26.725256251649885,species,Columba livia,Rock Pigeon,0.9993554949760437,0.9993554949760437,,
columba_livia,1029258,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC1029258.mp3,0,species,,10.0,13.0,-26.37022722529877,-26.725256251649885,species,Columba livia,Rock Pigeon,0.9859765768051147,0.9859765768051147,,
columba_livia,1029258,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC1029258.mp3,0,species,,13.0,16.0,-25.421155351331205,-26.725256251649885,species,Columba livia,Rock Pigeon,0.9824084639549255,0.9824084639549255,,
columba_livia,1029258,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC1029258.mp3,1,species,,22.0,25.0,-25.94446788963406,-26.725256251649885,species,Columba livia,Rock Pigeon,0.998314380645752,0.998314380645752,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/clips/species/columba_livia/XC1029258__s22000__e25000.wav
columba_livia,348079,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC348079.mp3,1,species,,1.0,4.0,-18.530653675529006,-18.530653675529006,species,Columba livia,Rock Pigeon,0.9763603806495667,0.9763603806495667,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/clips/species/columba_livia/XC348079__s1000__e4000.wav
columba_livia,602013,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC602013.mp3,0,drop,no_windows,,,,,,,,,,,
columba_livia,683586,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC683586.mp3,0,drop,no_windows,,,,,,,,,,,
columba_livia,844858,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC844858.mp3,0,drop,,1.0,4.0,-31.119399319333105,-40.0,drop,Engine,Engine,0.2194761335849762,0.2194761335849762,,
columba_livia,844858,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC844858.mp3,0,drop,,4.0,7.0,-30.297870114912712,-40.0,drop,Power tools,Power tools,0.536766529083252,0.536766529083252,,
columba_livia,844858,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC844858.mp3,1,species,,13.0,16.0,-38.62200898067656,-40.0,species,Columba livia,Rock Pigeon,0.8792232275009155,0.8792232275009155,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/clips/species/columba_livia/XC844858__s13000__e16000.wav
columba_livia,1069602,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC1069602.mp3,1,species,,4.0,7.0,-34.046832979939495,-34.41527544604177,species,Columba livia,Rock Pigeon,0.9684251546859741,0.9684251546859741,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/clips/species/columba_livia/XC1069602__s4000__e7000.wav
columba_livia,116226,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC116226.mp3,1,species,,1.0,4.0,-24.37084942424736,-24.37084942424736,species,Columba livia,Rock Pigeon,0.9944972395896912,0.9944972395896912,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/clips/species/columba_livia/XC116226__s1000__e4000.wav
columba_livia,623844,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/dataset/bird_data/raw/columba_livia/XC623844.mp3,0,drop,,1.0,4.0,-22.264448810565757,-33.482476339691104,drop,Engine,Engine,0.22398340702056885,0.22398340702056885,,
